'BPP_20005008_0124x17MTRPx1cdp'
     141
    1000
     794         2
     793         1
     790         1
     788         1
     786         1
     782         1
     777         1
     775         1
     772         1
     769         1
     767         1
     765         2
     760         1
     755         1
     743         2
     731         1
     725         1
     710         1
     704         1
     700         1
     699         1
     682         1
     665         3
     662         1
     661         1
     660         1
     655         1
     653         1
     652         1
     648         1
     647         1
     632         1
     617         1
     603         1
     599         1
     596         1
     588         1
     574         1
     564         1
     563         1
     561         1
     552         1
     541         1
     534         2
     525         2
     514         1
     512         1
     509         2
     504         1
     489         1
     487         1
     482         1
     481         1
     477         1
     474         1
     473         1
     472         1
     460         1
     456         1
     453         1
     452         1
     447         1
     435         1
     429         1
     427         2
     425         1
     421         1
     417         2
     416         1
     408         1
     399         1
     394         1
     393         2
     382         1
     376         1
     374         1
     370         1
     355         1
     336         1
     329         2
     327         1
     324         1
     323         1
     319         1
     316         1
     315         1
     312         1
     306         1
     297         2
     295         1
     293         1
     292         1
     291         1
     284         1
     281         1
     279         4
     278         1
     276         1
     273         2
     262         2
     256         1
     254         1
     253         1
     247         1
     241         1
     227         1
     226         1
     198         1
     197         1
     194         1
     192         1
     183         1
     182         1
     179         1
     176         1
     171         1
     156         1
     155         1
     154         1
     153         1
     151         1
     148         1
     143         2
     136         1
     132         1
     127         2
     126         1
     118         2
     117         1
     106         1
      95         1
      94         2
      91         1
      90         1
      80         1
      77         2
      75         1
      64         1
      57         1
      51         1
      50         1
'BPP_12000107_0894x5MTRPr2ppi'
      98
    1000
     694         1
     690         1
     689         1
     688         1
     686         1
     663         1
     658         1
     651         1
     633         1
     629         1
     625         1
     622         1
     616         2
     613         1
     609         1
     607         1
     597         1
     590         1
     579         1
     576         1
     563         2
     562         1
     560         1
     543         1
     530         1
     528         1
     526         2
     498         1
     494         1
     490         1
     489         1
     488         1
     482         1
     477         1
     476         1
     471         1
     468         1
     462         1
     461         1
     459         1
     442         1
     434         1
     429         1
     415         1
     381         1
     374         1
     368         1
     361         1
     350         1
     347         1
     340         1
     333         1
     328         1
     326         1
     319         1
     317         1
     307         1
     303         1
     300         2
     291         1
     282         1
     275         2
     273         1
     272         1
     248         1
     246         1
     245         1
     240         1
     235         1
     234         1
     225         1
     223         1
     220         2
     210         1
     207         1
     195         1
     189         1
     185         1
     184         1
     170         1
     164         2
     159         1
     157         2
     155         1
     127         1
     113         2
     108         1
     107         2
     104         1
      87         1
      50         1
      49         1
      47         1
      37         1
      33         1
      31         1
      23         1
      18         1
'BPP_20000108_0175x21MTRPr1ppix3cdp'
     143
    1000
     798         1
     793         1
     790         1
     787         2
     756         1
     749         1
     743         1
     742         1
     737         1
     734         1
     731         1
     726         1
     725         1
     723         1
     717         1
     704         1
     703         1
     696         1
     693         1
     685         1
     682         1
     681         1
     675         1
     673         1
     671         1
     667         1
     647         1
     640         1
     630         1
     629         1
     628         1
     622         1
     620         1
     614         1
     606         1
     605         1
     604         1
     591         1
     590         1
     587         1
     580         1
     579         1
     573         2
     561         1
     558         1
     556         1
     551         1
     546         1
     540         1
     522         1
     504         1
     501         1
     497         1
     495         1
     493         1
     487         1
     480         1
     479         1
     476         1
     474         1
     473         1
     472         2
     466         1
     462         1
     457         1
     436         1
     434         1
     431         1
     428         1
     423         1
     416         1
     405         1
     366         1
     365         1
     362         1
     356         1
     355         1
     351         2
     349         1
     346         1
     339         1
     314         1
     310         1
     303         1
     292         1
     288         2
     282         1
     281         1
     280         1
     279         1
     271         1
     268         1
     256         1
     247         1
     243         1
     239         1
     222         1
     217         1
     212         1
     208         1
     206         1
     203         1
     200         1
     195         1
     194         1
     187         1
     185         1
     178         1
     177         3
     171         1
     165         1
     155         1
     153         1
     152         1
     141         1
     137         1
     135         1
     133         1
     131         1
     130         1
     124         1
     122         1
     117         1
     109         1
      93         1
      76         1
      75         1
      72         1
      67         1
      60         1
      57         1
      53         2
      49         1
      44         1
      41         1
      40         1
      39         1
      27         1
      25         1
      21         1
      19         1
      18         1
      17         1
'BPP_10000108_0257x3MTRPr1ppi'
      85
    1000
     792         1
     768         1
     766         1
     764         1
     753         1
     732         1
     730         2
     729         1
     709         1
     705         1
     696         2
     670         1
     659         2
     593         1
     592         1
     578         1
     567         2
     554         1
     540         1
     539         1
     530         1
     518         1
     515         1
     513         1
     507         1
     505         1
     502         1
     501         1
     494         1
     483         1
     473         1
     463         1
     462         1
     457         1
     441         1
     430         1
     419         1
     418         1
     401         1
     370         1
     367         1
     366         1
     363         1
     357         1
     347         1
     332         1
     327         1
     320         1
     319         1
     309         1
     287         1
     286         1
     283         1
     281         1
     249         1
     248         1
     242         1
     225         1
     221         1
     215         1
     199         2
     196         1
     194         1
     191         1
     185         1
     180         1
     170         1
     167         2
     158         1
     150         1
     148         2
     130         1
     123         1
     114         1
     106         1
      96         1
      89         1
      69         1
      66         1
      62         1
      48         1
      35         1
      28         2
      25         1
      21         1
'BPP_16000108_0149x12MTRPr2ppix2cdp'
     123
    1000
     800         1
     798         1
     797         1
     791         1
     790         1
     782         1
     764         1
     755         1
     751         1
     747         1
     737         1
     736         1
     721         1
     702         1
     691         1
     684         1
     682         1
     679         1
     668         1
     667         1
     665         1
     661         1
     645         1
     635         1
     629         1
     627         1
     623         1
     622         1
     620         1
     614         1
     602         1
     597         1
     595         1
     589         1
     579         1
     577         1
     575         1
     571         1
     557         1
     556         1
     518         1
     517         2
     514         1
     513         1
     507         1
     499         1
     488         2
     476         1
     474         1
     470         1
     466         1
     450         1
     445         1
     441         1
     436         1
     418         1
     414         1
     412         1
     410         1
     407         1
     401         1
     400         1
     395         1
     388         1
     382         1
     379         1
     370         1
     348         1
     347         1
     343         1
     342         1
     327         1
     326         2
     313         1
     312         1
     310         1
     306         1
     296         1
     288         1
     286         2
     281         1
     272         1
     270         1
     259         1
     238         2
     234         1
     232         1
     220         1
     219         1
     214         1
     213         1
     212         1
     199         1
     192         2
     184         1
     178         1
     170         1
     167         1
     161         1
     150         1
     137         1
     134         1
     106         1
     105         1
     102         1
      97         1
      96         1
      91         1
      90         1
      74         1
      69         1
      61         1
      58         2
      51         1
      46         1
      36         1
      34         1
      31         1
      25         1
      21         1
      20         1
      19         1
      18         1
'BPP_18000108_0359x12MTRPr1ppi'
     142
    1000
     798         1
     790         2
     785         1
     779         1
     776         1
     774         1
     766         1
     764         1
     759         1
     755         1
     752         1
     738         1
     731         1
     713         1
     710         3
     703         1
     699         1
     696         1
     691         1
     690         1
     686         1
     671         1
     670         1
     666         1
     663         1
     660         1
     657         1
     646         1
     643         1
     638         1
     632         1
     629         1
     613         1
     603         1
     601         1
     597         1
     593         1
     588         1
     566         1
     562         1
     554         1
     553         1
     551         1
     541         1
     535         1
     532         1
     529         1
     528         1
     521         1
     519         1
     501         1
     498         1
     483         1
     480         1
     478         1
     477         1
     467         1
     466         1
     464         2
     462         1
     458         1
     456         1
     444         1
     441         1
     440         1
